Issue_Year,Cash_Settlements,Guarantees,Guar_Duration,Guar_Duration_Lower,Guar_Duration_Upper,Type,Key,Rate_%
2020,True,False,20<x,20,999,B,2020_TRUE_FALSE_20<x_B,3.25
2021,True,False,20<x,20,999,B,2021_TRUE_FALSE_20<x_B,3.0
2022,True,False,20<x,20,999,B,2022_TRUE_FALSE_20<x_B,3.0
2023,True,False,20<x,20,999,B,2023_TRUE_FALSE_20<x_B,3.25
1983,True,False,20<x,20,999,C,1983_TRUE_FALSE_20<x_C,6.25
1984,True,False,20<x,20,999,C,1984_TRUE_FALSE_20<x_C,6.25
1985,True,False,20<x,20,999,C,1985_TRUE_FALSE_20<x_C,6.25
1986,True,False,20<x,20,999,C,1986_TRUE_FALSE_20<x_C,5.75
1987,True,False,20<x,20,999,C,1987_TRUE_FALSE_20<x_C,5.5
1988,True,False,20<x,20,999,C,1988_TRUE_FALSE_20<x_C,5.75
1989,True,False,20<x,20,999,C,1989_TRUE_FALSE_20<x_C,5.5
1990,True,False,20<x,20,999,C,1990_TRUE_FALSE_20<x_C,5.5
1991,True,False,20<x,20,999,C,1991_TRUE_FALSE_20<x_C,5.5
1992,True,False,20<x,20,999,C,1992_TRUE_FALSE_20<x_C,5.25
1993,True,False,20<x,20,999,C,1993_TRUE_FALSE_20<x_C,5.0
1994,True,False,20<x,20,999,C,1994_TRUE_FALSE_20<x_C,4.75
1995,True,False,20<x,20,999,C,1995_TRUE_FALSE_20<x_C,5.0
1996,True,False,20<x,20,999,C,1996_TRUE_FALSE_20<x_C,4.75
1997,True,False,20<x,20,999,C,1997_TRUE_FALSE_20<x_C,5.0
1998,True,False,20<x,20,999,C,1998_TRUE_FALSE_20<x_C,4.75
1999,True,False,20<x,20,999,C,1999_TRUE_FALSE_20<x_C,4.5
2000,True,False,20<x,20,999,C,2000_TRUE_FALSE_20<x_C,4.75
2001,True,False,20<x,20,999,C,2001_TRUE_FALSE_20<x_C,4.75
2002,True,False,20<x,20,999,C,2002_TRUE_FALSE_20<x_C,4.75
2003,True,False,20<x,20,999,C,2003_TRUE_FALSE_20<x_C,4.5
2004,True,False,20<x,20,999,C,2004_TRUE_FALSE_20<x_C,4.25
2005,True,False,20<x,20,999,C,2005_TRUE_FALSE_20<x_C,4.0
2006,True,False,20<x,20,999,C,2006_TRUE_FALSE_20<x_C,4.25
2007,True,False,20<x,20,999,C,2007_TRUE_FALSE_20<x_C,4.25
2008,True,False,20<x,20,999,C,2008_TRUE_FALSE_20<x_C,4.25
2009,True,False,20<x,20,999,C,2009_TRUE_FALSE_20<x_C,4.25
2010,True,False,20<x,20,999,C,2010_TRUE_FALSE_20<x_C,4.0
2011,True,False,20<x,20,999,C,2011_TRUE_FALSE_20<x_C,4.0
2012,True,False,20<x,20,999,C,2012_TRUE_FALSE_20<x_C,3.5
2013,True,False,20<x,20,999,C,2013_TRUE_FALSE_20<x_C,3.5
2014,True,False,20<x,20,999,C,2014_TRUE_FALSE_20<x_C,3.5
2015,True,False,20<x,20,999,C,2015_TRUE_FALSE_20<x_C,3.5
2016,True,False,20<x,20,999,C,2016_TRUE_FALSE_20<x_C,3.5
2017,True,False,20<x,20,999,C,2017_TRUE_FALSE_20<x_C,3.5
2018,True,False,20<x,20,999,C,2018_TRUE_FALSE_20<x_C,3.5
2019,True,False,20<x,20,999,C,2019_TRUE_FALSE_20<x_C,3.5
2020,True,False,20<x,20,999,C,2020_TRUE_FALSE_20<x_C,3.25
2021,True,False,20<x,20,999,C,2021_TRUE_FALSE_20<x_C,3.0
2022,True,False,20<x,20,999,C,2022_TRUE_FALSE_20<x_C,3.0
2023,True,False,20<x,-1,5,C,2023_TRUE_FALSE_20<x_C,3.25
2024,True,True,x<=5,5,10,A,2024_TRUE_TRUE_x<=5_A,5.0
2024,True,True,5<x<=10,10,20,A,2024_TRUE_TRUE_5<x<=10_A,5.0
2024,True,True,10<x<=20,20,999,A,2024_TRUE_TRUE_10<x<=20_A,4.25
2024,True,True,20<x,-1,5,A,2024_TRUE_TRUE_20<x_A,3.75
2024,True,True,x<=5,5,10,B,2024_TRUE_TRUE_x<=5_B,4.5
2024,True,True,5<x<=10,10,20,B,2024_TRUE_TRUE_5<x<=10_B,4.5
2024,True,True,10<x<=20,20,999,B,2024_TRUE_TRUE_10<x<=20_B,3.75
2024,True,True,20<x,-1,5,B,2024_TRUE_TRUE_20<x_B,3.5
2024,True,True,x<=5,5,10,C,2024_TRUE_TRUE_x<=5_C,4.25
2024,True,True,5<x<=10,10,20,C,2024_TRUE_TRUE_5<x<=10_C,4.25
2024,True,True,10<x<=20,20,999,C,2024_TRUE_TRUE_10<x<=20_C,3.75
2024,True,True,20<x,-1,5,C,2024_TRUE_TRUE_20<x_C,3.5
2024,True,False,x<=5,5,10,A,2024_TRUE_FALSE_x<=5_A,5.25
2024,True,False,5<x<=10,10,20,A,2024_TRUE_FALSE_5<x<=10_A,5.0
2024,True,False,10<x<=20,20,999,A,2024_TRUE_FALSE_10<x<=20_A,4.25
2024,True,False,20<x,-1,5,A,2024_TRUE_FALSE_20<x_A,3.75
2024,True,False,x<=5,5,10,B,2024_TRUE_FALSE_x<=5_B,4.75
2024,True,False,5<x<=10,10,20,B,2024_TRUE_FALSE_5<x<=10_B,4.75
2024,True,False,10<x<=20,20,999,B,2024_TRUE_FALSE_10<x<=20_B,4.0
2024,True,False,20<x,-1,5,B,2024_TRUE_FALSE_20<x_B,3.75
2024,True,False,x<=5,5,10,C,2024_TRUE_FALSE_x<=5_C,4.5
2024,True,False,5<x<=10,10,20,C,2024_TRUE_FALSE_5<x<=10_C,4.5
2024,True,False,10<x<=20,20,999,C,2024_TRUE_FALSE_10<x<=20_C,3.75
2024,True,False,20<x,-1,5,C,2024_TRUE_FALSE_20<x_C,3.75
